"","Date","Site","Sample.Depth.category","Dissolved.Organic.Carbon.mg.L","Urea.b5g.N.L","Nitrate..Nitrite.mg.N.L","Ammonia.b5g.N.L","Soluble.Reactive.Phosphorus.b5g.P.L","Total.Dissolved.Phosphorus.b5g.P.L","Total.Phosphorus.b5g.P.L","Extracted.Chlorophyll.a.b5g.L","Extracted.Phycocyanin.b5g.L","Dissolved.Microcystin.b5g.L","CTD.Dissolved.Oxygen.mg.L","Photo.active.radiation","Sample.Temperature.b0C","CTD.Temperature.b0C"
"391",2015-08-04,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,12.6,41.83,0.2,7.72,0,NA,24.3
"392",2015-08-04,"WE13","Surface",3.3,NA,0.552,2.56,2.78,5.83,45.69,52.11,28.46,0.15,8.35,675,NA,24.9
"393",2015-08-04,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,34.45,16.67,0.18,8.9,3,NA,24.6
"394",2015-08-04,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,13.44,9.31,0.12,8.26,0,NA,24.4
"395",2015-08-04,"WE14","Surface",2.3,NA,0.283,3.28,1.48,4.47,16.15,15.31,7.83,0.11,7.75,1461,NA,24.5
"396",2015-08-04,"WE15","Surface",4.46,NA,0.627,1.71,2.62,7.52,76.8,127.08,88.38,0.22,9.08,156,NA,24.3
"397",2015-08-10,"WE2","Surface",6.12,NA,1.145,3.15,39.35,98.76,631.74,187.01,46.84,0.15,8.15,30,NA,23.9
"398",2015-08-10,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,81.34,65.95,0.21,9.41,0,NA,23.9
"399",2015-08-10,"WE4","Surface",2.39,NA,0.038,1.07,2.65,6.29,47.82,86.34,9.89,0.28,8.98,230,NA,24.3
"400",2015-08-10,"WE6","Surface",6.3,NA,1.04,2.36,20.75,72.88,614.39,352.64,241.45,0.15,7.48,32,NA,24.1
"401",2015-08-10,"WE8","Surface",7.01,NA,0.026,2.93,4.94,12.33,2482.24,6784,8227.92,0.62,11.68,0,NA,25.7
"402",2015-08-10,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,969.6,343.87,0.46,10.89,0,NA,24.1
"403",2015-08-10,"WE12","Surface",5.85,NA,1.098,2.75,29.38,85.52,300.05,190.08,302.41,NA,9.72,12,NA,24.2
"404",2015-08-10,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,98.88,32.5,0.15,10.04,0,NA,24.1
"405",2015-08-10,"WE13","Surface",4.04,NA,0.349,2.33,2.81,7.69,74.89,172.8,53.75,0.32,10.98,118,NA,24.4
"406",2015-08-10,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,56.96,17.77,0.28,9.26,0,NA,24
"407",2015-08-10,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,28.42,NA,0.32,9.31,0,NA,24
"408",2015-08-10,"WE14","Surface",3.99,NA,0.232,2.05,2.09,5.33,36.26,58.82,15.61,0.14,9.34,125,NA,24.4
"409",2015-08-10,"WE15","Surface",3.86,NA,0.561,1.86,2.31,6.32,47.14,91.52,12.05,0.22,9.79,81,NA,24.5
"410",2015-08-17,"WE2","Surface",5.31,NA,0.136,1.3,2.17,9.44,76.55,171.52,43.9,0.34,8.94,23,NA,24.7
"411",2015-08-17,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,144.64,29.33,0.37,11,0,NA,24.4
"412",2015-08-17,"WE4","Surface",2.21,NA,0.192,1.52,0.87,2.6,25.59,41.79,18.19,0.18,8.72,1564,NA,25.2
"413",2015-08-17,"WE6","Surface",6.79,NA,0.181,1.76,1.27,10.44,77.84,117.31,22.62,0.52,6.66,66,NA,25.1
"414",2015-08-17,"WE8","Surface",3.6,NA,NA,0.41,2.14,6.61,39.84,59.97,11.73,0.22,10.96,820,NA,26
"415",2015-08-17,"WE8","Bottom",NA,NA,0.008,NA,NA,NA,NA,50.37,5.03,0.28,8.59,8,NA,23.7
"416",2015-08-17,"WE12","Surface",5.73,NA,0.306,2.29,2.45,10.29,59.55,100.61,10.31,0.12,9.74,62,NA,24.5
"417",2015-08-17,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,77.44,6.58,NA,9.72,0,NA,24
"418",2015-08-17,"WE13","Surface",2.47,NA,0.064,0.23,1.44,3.72,22.53,41.66,3.29,NA,7.52,916,NA,24.8
"419",2015-08-17,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,38.91,2.63,NA,10.25,18,NA,24.4
"420",2015-08-17,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,25.22,1.15,NA,8.95,1,NA,23.8
"421",2015-08-17,"WE14","Surface",2.76,NA,0.089,0.56,1.47,4.19,21.7,41.22,126.04,NA,7.25,986,NA,25
"422",2015-08-17,"WE15","Surface",5,NA,0.065,1.6,1.83,9.46,61.94,115.58,514.19,NA,8.89,55,NA,25.1
"423",2015-08-24,"WE2","Surface",4.45,NA,0.137,2.11,2.64,7.41,57.72,87.1,11.41,0.18,8.08,65,NA,21.7
"424",2015-08-24,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,91.65,13.77,0.2,8,0,NA,23.1
"425",2015-08-25,"WE4","Surface",3.03,NA,0.016,5.54,2.06,6,45.58,65.88,11.86,0.11,7.53,107,NA,22.9
"426",2015-08-24,"WE6","Surface",5.99,NA,NA,1.04,1.07,10.48,80.2,134.23,36.12,0.3,8.18,100,NA,22.8
"427",2015-08-25,"WE8","Surface",4.79,NA,0.003,0.58,2.2,8.7,61.32,104.33,22.77,0.36,8.37,93,NA,22.5
"428",2015-08-25,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,96.85,16.22,0.3,8.87,0,NA,22.5
"429",2015-08-24,"WE12","Surface",4.24,NA,0.171,1.75,2.24,8.11,59.17,81.58,13.43,0.15,7.68,86,NA,23.4
"430",2015-08-24,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,81.58,16.34,0.21,8.65,0,NA,23.4
"431",2015-08-25,"WE13","Surface",2.58,NA,0.103,0.85,1.22,5.16,32.8,45.14,9.45,NA,7.93,123,NA,22.9
"432",2015-08-25,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,43.32,15.24,0.15,8.23,1,NA,23
"433",2015-08-25,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,0,NA,23
"434",2015-08-25,"WE14","Surface",3.84,NA,0.167,77.62,2.18,6.77,40.97,52,25.58,0.26,7.07,129,NA,23.2
"435",2015-08-24,"WE15","Surface",3.78,NA,0.272,5.77,1.51,6.06,45.62,78.65,9.93,0.3,7.31,47,NA,23.8
"436",2015-08-31,"WE2","Surface",4.97,NA,0.045,3.95,2.29,9.67,58.71,68.21,42.72,0.14,11.5,269,NA,26.4
"437",2015-08-31,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,45.38,20.61,0.12,7.96,0,NA,22
"438",2015-08-31,"WE4","Surface",4.14,NA,0.031,5.66,3.24,9.9,82.13,114.55,96.74,0.17,9.17,329,NA,23.8
"439",2015-08-31,"WE6","Surface",6,NA,0.003,0.9,1.46,11.46,76.84,50.96,13.71,0.19,9.31,137,NA,22.6
"440",2015-08-31,"WE8","Surface",5.34,NA,0.003,0.67,2.08,11,76.16,88.48,46.57,0.25,11.5,269,NA,26.4
"441",2015-08-31,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,49.1,19.01,0.17,7.96,0,NA,22
"442",2015-08-31,"WE12","Surface",5,NA,0.088,1.86,0.93,8.42,39.34,31,12.07,0.23,9.32,222,NA,22.2
"443",2015-08-31,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,32.86,15.6,0.14,8.91,0,NA,21.9
"444",2015-08-31,"WE13","Surface",3.31,NA,0.092,3.61,1.97,6.62,40.03,46.13,39.2,0.13,8.97,473,NA,23.4
"445",2015-08-31,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,41.91,39.96,0.13,8.23,4,NA,22.5
"446",2015-08-31,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,17.88,5.69,NA,5.92,0,NA,21.9
"447",2015-08-31,"WE14","Surface",3.34,NA,0.126,1.1,1.52,5.63,33.21,49.1,39.04,0.17,8,149,NA,23.3
"448",2015-08-31,"WE15","Surface",3.98,NA,0.194,2.76,0.98,6.09,35.49,22.25,33.31,0.34,5.84,146,NA,22.8
"449",2015-09-08,"WE2","Surface",4.83,NA,0.014,8.66,2.8,7.45,57.75,56.06,54.1,0.23,7.05,77,NA,24.2
"450",2015-09-08,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,46.98,36.85,0.22,7.24,0,NA,24.1
"451",2015-09-08,"WE4","Surface",3.52,NA,NA,0.64,1.92,14.88,42.13,48.64,41.16,0.08,9.4,570,NA,25.6
"452",2015-09-08,"WE6","Surface",6.22,NA,0.033,1.55,4.39,14.78,102.04,94.25,90.38,0.49,7.57,75,NA,25.3
"453",2015-09-08,"WE8","Surface",5.11,NA,0.048,0.72,1.89,9.33,58.44,50.3,37.73,0.19,8.83,540,NA,25.7
"454",2015-09-08,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,40.19,21.05,0.13,6.9,7,NA,24.1
"455",2015-09-08,"WE12","Surface",4.62,NA,0.006,0.26,1.62,7.58,47.62,48,47.35,0.12,8.22,196,NA,24.4
"456",2015-09-08,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,32.13,20.61,0.12,5.85,0,NA,23.2
"457",2015-09-08,"WE13","Surface",3.61,NA,0.023,1.16,1.97,5.62,44.3,55.04,56.39,0.1,9.24,550,NA,25.1
"458",2015-09-08,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,55.94,47.08,0.1,8.14,4,NA,23.9
"459",2015-09-08,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,28.8,13.92,NA,6.1,0,NA,22.9
"460",2015-09-08,"WE14","Surface",3.27,NA,0.051,2.1,1.88,5.21,32.08,44.93,51.05,0.15,8.35,653,NA,24.8
"461",2015-09-08,"WE15","Surface",3.81,NA,0.103,3.61,1.36,4.74,32.86,31.36,44.68,0.23,7.26,650,NA,24.8
"462",2015-09-14,"WE2","Surface",4.13,NA,NA,0.45,5.75,11.24,77.89,66.82,34.1,0.51,8.15,120,NA,20.5
"463",2015-09-14,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,70.57,23.63,0.21,8.43,0,NA,20.5
"464",2015-09-14,"WE4","Surface",2,NA,0.216,4.72,0.6,32.96,24.58,6.49,0.74,NA,7.62,1484,NA,21.6
"465",2015-09-14,"WE6","Surface",5.69,NA,NA,0.27,13.18,34.97,97.05,72.96,73.23,0.41,8.09,142,NA,19.1
"466",2015-09-14,"WE8","Surface",4.54,NA,NA,NA,0.68,24.44,61.35,71.89,41.96,0.69,8.33,578,NA,21
"467",2015-09-14,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,72.56,45.9,0.69,9.34,5,NA,20.7
"468",2015-09-14,"WE12","Surface",4.6,NA,0.015,NA,2.6,19.92,74.94,67.33,43,0.28,7.65,76,NA,20.5
"469",2015-09-14,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,63.49,35.59,NA,8.78,0,NA,20.6
"470",2015-09-14,"WE13","Surface",3.57,NA,0.014,NA,2.62,23.31,49.05,53.89,24.7,0.15,7.48,613,NA,21.2
"471",2015-09-14,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,51.46,21.89,0.24,8.51,6,NA,21.2
"472",2015-09-14,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,49.41,18.94,NA,8.2,0,NA,21.2
"473",2015-09-14,"WE14","Surface",3.01,NA,0.055,0.37,1.29,3.86,37.67,45.57,18.32,0.19,9.09,844,NA,21.2
"474",2015-09-14,"WE15","Surface",3.77,NA,0.056,0.72,2.61,6.23,57.77,49.79,32.82,0.29,8.72,557,NA,20.2
"475",2015-09-21,"WE2","Surface",4.9,NA,NA,NA,7.84,15.7,66.85,41.05,16.79,0.34,8.34,143,NA,20.2
"476",2015-09-21,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,42.24,31.35,0.27,8.33,0,NA,20.3
"477",2015-09-21,"WE4","Surface",2.2,NA,0.18,1.71,1.02,1.72,15.51,14.61,6.72,NA,7.81,500,NA,20.9
"478",2015-09-21,"WE6","Surface",5.6,NA,NA,NA,13.36,22.18,86.4,43.69,21.06,0.44,7.26,165,NA,19.7
"479",2015-09-21,"WE8","Surface",4.72,NA,NA,NA,6.53,13.77,60.78,36.43,24.36,0.29,7.98,574,NA,20.6
"480",2015-09-21,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,37.09,25.33,0.38,8.43,9,NA,20.5
"481",2015-09-21,"WE12","Surface",4.36,NA,NA,NA,5.01,9.64,58.93,44.48,19.15,0.35,7.74,320,NA,20.3
"482",2015-09-21,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,44.88,18.29,0.32,8.49,0,NA,20.3
"483",2015-09-21,"WE13","Surface",3.27,NA,NA,2.7,1.24,5.13,NA,37.75,17.64,0.16,7.92,558,NA,20.8
"484",2015-09-21,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,36.7,16.87,0.23,8.56,4,NA,20.7
"485",2015-09-21,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,40.52,19.92,0.16,8.57,0,NA,20.7
"486",2015-09-22,"WE14","Surface",2.85,NA,0.002,2.03,0.79,4.52,29.88,40.39,29.9,0.16,8.17,912,NA,21.1
"487",2015-09-22,"WE15","Surface",3.58,NA,NA,NA,1.42,4.82,44.1,44.09,46.36,0.39,9.47,NA,NA,20.5
"488",2015-09-28,"WE2","Surface",4.74,NA,0.024,11.71,20.69,34.82,77.87,27.95,22.4,0.14,7.18,69,NA,20.5
"489",2015-09-28,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,28.21,29.77,0.25,7.64,0,NA,20.6
"490",2015-09-28,"WE4","Surface",3.76,NA,0.014,3.8,6.92,14.62,42.86,22.15,17.6,0.21,7.78,823,NA,21.2
"491",2015-09-28,"WE6","Surface",4.1,NA,0.032,2.26,5.56,9.91,77.58,54.99,51.84,0.34,7,66,NA,20.5
"492",2015-09-28,"WE8","Surface",4.2,NA,0.007,NA,12.04,20.6,60.74,28.86,20.68,0.19,8.25,711,NA,22.1
"493",2015-09-28,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,29.51,17.12,0.24,7.81,9,NA,20.8
"494",2015-09-28,"WE12","Surface",4.98,NA,0.024,NA,3.83,9.78,56.71,40.82,20.53,0.42,8.22,163,NA,20.5
"495",2015-09-28,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,41.86,22,0.48,8.33,0,NA,20.5
"496",2015-09-28,"WE13","Surface",4.05,NA,0.025,NA,4.7,10.61,41.73,26.65,13.93,0.36,8.04,807,NA,21.5
"497",2015-09-28,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,36.01,18.15,0.29,7.95,5,NA,20.6
"498",2015-09-28,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,38.35,17.88,0.34,7.78,0,NA,20.6
"499",2015-09-28,"WE14","Surface",3.41,NA,0.026,NA,1.56,4.96,38.97,38.87,27.49,0.19,8.21,865,NA,21.2
"500",2015-09-28,"WE15","Surface",3.41,NA,0.03,NA,2.87,4.85,36.63,28.86,23.24,0.19,7.71,354,NA,20.9
"501",2015-10-05,"WE2","Surface",2.51,NA,0.326,9.44,12.21,14.11,78.5,8.46,0.47,NA,8.75,13,NA,15.1
"502",2015-10-05,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,8.51,0.39,NA,9.07,0,NA,15.1
"503",2015-10-05,"WE4","Surface",2.57,NA,0.381,30.72,11.38,15.9,52.92,5.48,0.28,NA,9.35,91,NA,16.3
"504",2015-10-05,"WE6","Surface",4.87,NA,0.367,45.86,26.21,78.49,685.79,30.21,11.15,0.18,8.11,1,NA,14.4
"505",2015-10-05,"WE8","Surface",2.56,NA,0.475,42.35,7.42,10.26,49.3,4.99,0.15,NA,8.1,152,NA,15.6
"506",2015-10-05,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,5.03,0.19,NA,8.93,0,NA,15.2
"507",2015-10-05,"WE12","Surface",2.88,NA,0.157,9.85,11.21,31.65,341.92,18.73,1.4,NA,9.27,26,NA,16.2
"508",2015-10-05,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,18.05,1.87,NA,8.61,0,NA,16.1
"509",2015-10-05,"WE13","Surface",4.09,NA,0.218,14.39,17.87,22.32,181.89,20.45,4.77,0.13,9.11,1,NA,15.5
"510",2015-10-05,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,19.25,4.52,0.13,8.86,0,NA,14.8
"511",2015-10-05,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,21.32,5.17,0.1,8.89,0,NA,14.8
"512",2015-10-05,"WE14","Surface",3.25,NA,0.173,2.89,2.35,2.82,25.31,15.37,3.63,NA,8.88,273,NA,17.3
"513",2015-10-05,"WE15","Surface",3.19,NA,0.155,12.75,5.79,6.84,101.36,59.9,72.95,NA,8.37,30,NA,17
"514",2015-10-14,"WE2","Surface",2.52,NA,0.297,16.88,10.3,13.71,25.46,3.79,0.27,NA,8.71,84,NA,15.2
"515",2015-10-14,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,3.96,0.31,NA,9.05,3,NA,15.2
"516",2015-10-14,"WE4","Surface",2.28,NA,0.251,10.5,0.38,0.55,9.25,3.04,0.12,NA,8.16,377,NA,14.9
"517",2015-10-14,"WE6","Surface",2.72,NA,0.366,23.21,12.14,17.14,33.03,3.81,0.18,NA,8.33,318,NA,14.9
"518",2015-10-14,"WE8","Surface",2.5,NA,0.396,20.02,5.98,7.79,15.18,2.8,0.5,NA,8.23,381,NA,15.4
"519",2015-10-14,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,2.92,0.33,NA,9.15,119,NA,15.3
"520",2015-10-14,"WE12","Surface",3.24,NA,0.442,45.39,22.17,27.32,47.83,3.76,0.47,NA,8.59,226,NA,15.3
"521",2015-10-14,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,3.67,0.24,NA,8.83,0,NA,15.3
"522",2015-10-14,"WE13","Surface",2.43,NA,0.361,15.51,10.35,13.42,32.67,8.86,0.45,NA,7.89,78,NA,15.7
"523",2015-10-14,"WE13","Mid-column",NA,NA,NA,NA,NA,NA,NA,7.62,0.42,NA,9.03,1,NA,15.7
"524",2015-10-14,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,5.47,0.34,NA,8.93,0,NA,15.7
"525",2015-10-14,"WE14","Surface",2.87,NA,0.563,24.71,18.55,22.58,43.41,4.71,0.77,NA,8.19,246,NA,15.5
"526",2015-10-14,"WE15","Surface",3.16,NA,0.278,23.63,16.53,20.87,41.31,7.52,0.53,NA,8.08,246,NA,15.4
"527",2015-10-19,"WE2","Surface",1.98,NA,0.27,2.28,2.48,6.41,60.18,9.1,0.43,NA,8.86,83,NA,12.1
"528",2015-10-19,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,8.78,0.38,0.13,9.98,0,NA,12.1
"529",2015-10-19,"WE6","Surface",2.06,NA,0.317,22.34,14.27,16.48,23.74,1.57,0.02,NA,9.55,523,NA,10.1
"530",2015-10-19,"WE8","Surface",2.15,NA,0.403,18.26,10.68,12.77,30.32,3.75,0.06,NA,9.83,772,NA,12.1
"531",2015-10-19,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,3.57,0.06,NA,9.27,63,NA,12.1
"532",2015-10-19,"WE12","Surface",2.05,NA,0.208,NA,4.93,4.92,28.8,11.12,0.29,NA,8.27,86,NA,12.1
"533",2015-10-19,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,11.25,0.28,NA,9.91,0,NA,12.2
"534",2015-10-19,"WE14","Surface",2.18,NA,0.353,3.03,9.47,10.27,27,6.39,0.38,NA,7.91,748,NA,12.8
"535",2015-10-19,"WE15","Surface",2.17,NA,0.443,12.9,21.99,23.76,42.09,4.59,0.35,NA,9.41,583,NA,12
"536",2016-05-31,"WE2","Surface",3.61,8.72,1.632,16.6,0.6,6.5,20.3,1.71,0.35,NA,6.93,978,NA,20.8
"537",2016-05-31,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,1,0.21,NA,4.64,182,NA,20.7
"538",2016-05-31,"WE4","Surface",2.09,NA,0.409,20.1,0.5,2.8,28.2,3.73,0.36,NA,9.23,1543,NA,21.1
"539",2016-05-31,"WE6","Surface",4.58,16.49,2.457,49.1,1.5,19.4,90.1,4.42,1.5,NA,9.05,907,NA,22.2
"540",2016-05-31,"WE8","Surface",3.49,9.53,1.578,41.5,1.1,9.8,23.6,1.27,0.51,NA,7.16,820,NA,22.6
"541",2016-05-31,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,1.04,0.42,NA,7.01,147,NA,21.7
"542",2016-05-31,"WE9","Surface",4.68,10.07,2.62,42.5,1.3,14,103.8,29.8,5.89,0.97,7.03,608,NA,21.6
"543",2016-05-31,"WE12","Surface",3.1,10.67,1.265,11.5,0.4,5.2,15.2,1.94,0.32,NA,9.43,1112,NA,20.9
"544",2016-05-31,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,2.16,0.2,NA,8.08,108,NA,16.4
"545",2016-05-31,"WE13","Surface",2.35,6.87,0.566,14.1,NA,0.8,15.4,2.06,0.24,NA,7.27,1374,NA,21.5
"546",2016-05-31,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,2.12,0.16,NA,8.85,87,NA,14.4
"547",2016-05-31,"WE15","Surface",3.25,17.01,1.278,34.2,0.7,4.6,22.9,1.35,0.36,NA,7.92,1253,NA,21.2
"548",2016-06-13,"WE2","Surface",2.3,8.96,0.469,17.9,1.4,6.9,76.7,8.17,0.65,NA,7.94,875,NA,21.1
"549",2016-06-13,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,6.83,0.65,NA,7.31,3,NA,21.1
"550",2016-06-13,"WE4","Surface",1.94,10.85,0.341,56.1,0.9,2.2,14.9,3.59,0.06,NA,9.27,1248,NA,21.8
"551",2016-06-13,"WE6","Surface",4.53,8.37,1.726,7.4,2.7,21,202.3,42.09,0.27,0.16,7.85,529,NA,22.6
"552",2016-06-13,"WE8","Surface",2.83,16.21,1.015,38.9,3.4,21.4,43.6,3.59,0.38,NA,7.76,715,NA,22.8
"553",2016-06-13,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,3.48,0.21,NA,6.86,124,NA,22.1
"554",2016-06-13,"WE9","Surface",5.42,12.57,1.908,31,3.9,23.6,215.8,73.22,2.92,1.66,9.07,340,NA,22.7
"555",2016-06-13,"WE12","Surface",2.72,8.25,0.766,119.9,1.3,12.4,91.6,14.9,0.7,NA,8.42,1077,NA,21.6
"556",2016-06-13,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,15.15,0.34,NA,6.91,0,NA,20.9
"557",2016-06-13,"WE13","Surface",1.88,10.94,0.408,36.8,1.3,4.3,24.3,1.74,0.06,NA,8.92,1902,NA,21.4
"558",2016-06-13,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,2.47,0.11,NA,6.95,11,NA,20
"559",2016-06-13,"WE15","Surface",2.04,11.95,0.416,77.8,1.1,30.6,31.3,4.53,0.3,NA,7.99,1711,NA,20.8
"560",2016-06-27,"WE2","Surface",2.83,10.98,0.731,68.7,6.4,14.9,62.6,4.03,0.12,NA,6.44,116,NA,23.7
"561",2016-06-27,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,3.2,0.13,NA,6.08,7,NA,23.1
"562",2016-06-27,"WE4","Surface",1.82,10.47,0.397,10.2,0.8,2.7,12.3,4.31,0.11,NA,8.83,1750,NA,24.2
"563",2016-06-27,"WE6","Surface",5.06,51.01,1.577,134.1,29.9,67.2,253.8,4.25,0.99,0.45,5.67,93,NA,25.8
"564",2016-06-27,"WE8","Surface",2.98,9.79,0.775,54.3,2,7.1,29.4,2.55,0.2,NA,8.26,1410,NA,25
"565",2016-06-27,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,2.44,0.34,NA,6.55,397,NA,24.8
"566",2016-06-27,"WE9","Surface",4.55,56.44,2.805,162.1,15.3,32.1,192.1,15.87,4.79,0.1,4.3,39,NA,24.6
"567",2016-06-27,"WE12","Surface",2.46,8.42,0.547,18.9,2.1,6.2,44.4,6.73,0.17,NA,5.86,170,NA,24
"568",2016-06-27,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,4.6,0.14,NA,6.54,10,NA,23.5
"569",2016-06-27,"WE13","Surface",2.24,7.8,0.314,6.1,0.9,2.7,4,2.24,0.07,NA,6.67,1794,NA,23.8
"570",2016-06-27,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,2.33,0.18,NA,6.77,169,NA,22.8
"571",2016-06-27,"WE15","Surface",2.97,14.14,0.633,41.7,2.3,6.6,25.3,3.27,0.27,NA,8.73,458,NA,25
"572",2016-07-05,"WE2","Surface",2.67,7.23,0.434,34.7,2.1,8.6,40.5,4.13,0.14,NA,9.2,176,NA,23.1
"573",2016-07-05,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,3.66,0.34,NA,6.36,11,NA,23
"574",2016-07-05,"WE4","Surface",2.31,12.98,0.345,14.6,0.9,3.2,8.6,2.48,0.14,NA,9.07,1869,NA,23.7
"575",2016-07-05,"WE6","Surface",5.71,14.98,2.957,36.5,1.2,11.4,63.4,11.79,1.29,0.11,7.53,188,NA,23.1
"576",2016-07-05,"WE8","Surface",3.09,9.95,0.6,47.1,1,6.4,23.8,3.54,0.78,NA,8.89,1777,NA,24.4
"577",2016-07-05,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,2.3,0.51,NA,6.01,420,NA,23.4
"578",2016-07-05,"WE9","Surface",6.94,98.18,9.453,188.8,42.3,72.9,361.4,26.25,1.93,NA,5.24,52,NA,23.9
"579",2016-07-05,"WE12","Surface",3.31,7.21,0.729,43.4,5.4,12.3,73.8,5.21,0.19,NA,9.04,266,NA,23.5
"580",2016-07-05,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,3.93,0.21,NA,6.54,0,NA,23
"581",2016-07-05,"WE13","Surface",2.31,NA,0.334,7.3,1.1,2.7,6.3,3.24,0.05,NA,9.08,703,NA,23.4
"582",2016-07-05,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,3.67,0.27,NA,5.18,75,NA,23.2
"583",2016-07-05,"WE15","Surface",2.68,4.42,0.45,61.5,0.9,5.5,26.9,4.93,1.22,NA,7.62,271,NA,23.7
"584",2016-07-11,"WE2","Surface",2.67,2.94,0.474,37.8,1,8.8,45.7,4.14,0.45,NA,8.96,219,NA,24.4
"585",2016-07-11,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,4.2,0.49,NA,5.53,21,NA,24.5
"586",2016-07-11,"WE4","Surface",2.07,NA,0.274,29.9,0.7,3,11.4,1.82,0.13,NA,8.08,704,NA,24.8
"587",2016-07-11,"WE6","Surface",5.69,7.22,4.81,24,2.3,18.7,101.6,36.04,4.46,0.15,8.65,369,NA,25.1
"588",2016-07-11,"WE8","Surface",2.94,5.78,0.628,17.9,0.6,6.7,45.6,9.86,4.37,NA,7.03,687,NA,26
"589",2016-07-11,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,3.5,0.74,NA,6.26,88,NA,25
"590",2016-07-11,"WE9","Surface",5.52,7.01,5.149,24.2,4.8,17.6,163.3,35.51,2.23,NA,8.94,331,NA,25.2
