"","Date","Site","Sample.Depth.category","Dissolved.Organic.Carbon.mg.L","Urea.b5g.N.L","Nitrate..Nitrite.mg.N.L","Ammonia.b5g.N.L","Soluble.Reactive.Phosphorus.b5g.P.L","Total.Dissolved.Phosphorus.b5g.P.L","Total.Phosphorus.b5g.P.L","Extracted.Chlorophyll.a.b5g.L","Extracted.Phycocyanin.b5g.L","Dissolved.Microcystin.b5g.L","CTD.Dissolved.Oxygen.mg.L","Photo.active.radiation","Sample.Temperature.b0C","CTD.Temperature.b0C"
"1086",2018-07-23,"WE16","Surface",NA,NA,0.377,9.61,2.98,3.09,19.78,9.98,2.3,0.18,7.59,1061,NA,24
"1087",2018-07-30,"WE2","Surface",NA,NA,0.703,2.98,2.09,4.45,26.16,25.61,18.86,0.16,8.76,318,NA,24.4
"1088",2018-07-30,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,19.56,10.85,0.23,7.75,5,NA,23.9
"1089",2018-07-30,"WE4","Surface",NA,NA,0.179,9.32,1.24,1.01,10.31,4.69,0.81,0.14,6.79,268,NA,23.5
"1090",2018-07-30,"WE6","Surface",NA,NA,1.02,3.74,1.72,5.91,34.77,24.96,16.25,0.13,8.31,341,NA,24.6
"1091",2018-07-30,"WE8","Surface",NA,NA,0.946,8.87,1.71,4.99,27.91,25.48,14.8,0.17,7.43,146,NA,24
"1092",2018-07-30,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,24.89,14.77,0.14,6.1,3,NA,24.1
"1093",2018-07-30,"WE9","Surface",NA,NA,1.586,4.96,2.64,10.35,58.85,38.4,19.99,NA,6.17,248,NA,24.4
"1094",2018-07-30,"WE12","Surface",NA,NA,0.584,3.88,1.93,3.83,20.85,13.13,6.99,0.16,7.08,838,NA,24.2
"1095",2018-07-30,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,14.75,5.52,0.14,5.88,6,NA,24.1
"1096",2018-07-30,"WE13","Surface",NA,NA,0.285,5.59,1.85,1.87,11.12,7.08,1.2,0.15,8.88,220,NA,23.7
"1097",2018-07-30,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,6.53,1.51,0.11,6.5,9,NA,23.8
"1098",2018-07-30,"WE16","Surface",NA,NA,0.509,16.77,4.52,3.35,17.15,10.67,3.97,0.12,6.99,430,NA,24.1
"1099",2018-08-06,"WE2","Surface",NA,NA,0.554,4.93,1.526,4.23,23.3,16.18,8.27,NA,8.45,1377,NA,25.5
"1100",2018-08-06,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,23.53,8.82,0.13,6.92,9,NA,24.4
"1101",2018-08-06,"WE4","Surface",NA,NA,0.406,4.03,5.98,2.86,16.25,10.45,4.44,NA,8.58,216,NA,24.7
"1102",2018-08-06,"WE6","Surface",NA,NA,1.388,16.08,2.3,9.18,50.67,29.12,14.35,0.11,8.43,198,NA,26.4
"1103",2018-08-06,"WE8","Surface",NA,NA,0.555,4.03,1.56,3.95,22.61,18.13,15.21,NA,6.66,155,NA,25.2
"1104",2018-08-06,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,20.93,14.71,NA,7.55,3,NA,24
"1105",2018-08-06,"WE9","Surface",NA,NA,1.073,4.3,4.9,8.54,46.35,32.51,14.01,0.12,7.67,297,NA,26.1
"1106",2018-08-06,"WE12","Surface",NA,NA,0.187,3.08,1.61,4.38,20.47,17.48,8.56,NA,7.23,289,NA,25.6
"1107",2018-08-06,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,15.4,8.06,0.14,5.95,4,NA,24.7
"1108",2018-08-06,"WE13","Surface",NA,NA,0.586,3.57,1.35,2.18,12.66,9.02,5.15,NA,7.51,450,NA,24.8
"1109",2018-08-06,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,8.44,5,NA,7.45,23,NA,23.9
"1110",2018-08-06,"WE16","Surface",NA,NA,0.372,3.22,4.65,3.97,19.68,16.51,8.18,NA,8.01,185,NA,25.2
"1111",2018-08-13,"WE2","Surface",NA,NA,0.372,3.77,2.1,6.51,27.48,19.43,15.68,0.17,7.99,1403,NA,26
"1112",2018-08-13,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,19.63,13.49,0.18,7.14,19,NA,25.3
"1113",2018-08-13,"WE4","Surface",NA,NA,0.28,3.35,2.1,5.17,17.71,12.61,6.41,0.12,8.24,791,NA,25.4
"1114",2018-08-13,"WE6","Surface",NA,NA,0.619,5.82,1.91,9,47.49,33.58,25.12,0.18,8,867,NA,26.3
"1115",2018-08-13,"WE8","Surface",NA,NA,0.332,4.55,1.64,6.1,25.82,18.85,12.86,0.19,7.84,503,NA,25.6
"1116",2018-08-13,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,18,13.93,0.19,7.07,9,NA,25.7
"1117",2018-08-13,"WE9","Surface",NA,NA,0.554,3.94,2.09,11.65,57.17,33,21.3,0.3,7.91,904,NA,26.3
"1118",2018-08-13,"WE12","Surface",NA,NA,0.379,2.17,2.88,6.88,26.53,19.56,16.43,0.16,8.11,1214,NA,25.6
"1119",2018-08-13,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,17.94,17.73,0.2,8.65,48,NA,25.5
"1120",2018-08-13,"WE13","Surface",NA,NA,0.159,4.33,1.7,4.33,16.78,9.17,7.57,0.12,7.67,1209,NA,25.3
"1121",2018-08-13,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,7.52,6.28,0.11,7.3,16,NA,24.9
"1122",2018-08-13,"WE16","Surface",NA,NA,0.193,5.62,1.48,4.94,17.9,10.89,10.75,0.21,7.95,1154,NA,25.3
"1123",2018-08-20,"WE2","Surface",NA,NA,0.244,0.87,2.21,6.34,32.11,20.15,16,0.12,7.99,1141,NA,25.4
"1124",2018-08-20,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,19.18,14.55,0.16,7.43,9,NA,25.1
"1125",2018-08-20,"WE4","Surface",NA,NA,0.233,13.14,3.36,7.96,27.47,12.32,5.93,0.22,6.61,691,NA,25.1
"1126",2018-08-20,"WE6","Surface",NA,NA,0.28,3.32,3.01,10.85,59.04,47.68,34.29,0.23,7.92,488,NA,25.5
"1127",2018-08-20,"WE8","Surface",NA,NA,0.22,4.3,3.11,8.12,42.3,33.88,31.55,0.17,7.81,274,NA,25.1
"1128",2018-08-20,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,33.98,26.92,0.19,6.92,1,NA,25.1
"1129",2018-08-20,"WE9","Surface",NA,NA,0.804,7.18,59.67,79.93,161.23,45.53,25.44,0.24,5.78,525,NA,26.2
"1130",2018-08-20,"WE12","Surface",NA,NA,0.142,3.46,3.01,6.15,23.77,15.08,9.17,0.19,7.6,1049,NA,25
"1131",2018-08-20,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,13.63,9.18,0.14,6.52,11,NA,25
"1132",2018-08-20,"WE13","Surface",NA,NA,0.157,4.53,3.33,5.74,19.65,10.1,4.03,0.11,6.68,975,NA,25.1
"1133",2018-08-20,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,8.12,3.33,0.12,6.96,3,NA,25.1
"1134",2018-08-20,"WE16","Surface",NA,NA,0.149,3.98,1.74,6.05,26.92,23.86,21.72,0.23,7.96,727,NA,25.1
"1135",2018-08-27,"WE2","Surface",NA,NA,0.057,3.6,2.23,5.79,31.46,25.61,18.54,0.25,8.07,1043,NA,24.4
"1136",2018-08-27,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,24.7,15.37,0.25,7.55,10,NA,24.3
"1137",2018-08-27,"WE4","Surface",NA,NA,0.184,4.28,2.15,6.02,27.47,21.58,7.49,0.17,7.66,391,NA,24.2
"1138",2018-08-27,"WE6","Surface",NA,NA,0.211,3.04,3.89,13.22,84.28,56.01,35.79,0.6,6.99,423,NA,24.6
"1139",2018-08-27,"WE8","Surface",NA,NA,0.085,2.6,2.27,7.68,43.44,39,28.1,0.38,7.45,91,NA,24
"1140",2018-08-27,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,40.27,27.39,0.26,6.32,0,NA,24
"1141",2018-08-27,"WE9","Surface",NA,NA,1.613,194.37,94.13,112.3,248.79,17.35,1.08,NA,4.85,29,NA,24.2
"1142",2018-08-27,"WE12","Surface",NA,NA,0.023,2.65,3.3,5.79,29.55,20.8,11.67,0.29,8,734,NA,24.3
"1143",2018-08-27,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,17.81,12.82,0.29,6.45,4,NA,24
"1144",2018-08-27,"WE13","Surface",NA,NA,0.192,3.94,2.87,5.63,21.76,16.05,5.56,0.25,7.99,388,NA,24.2
"1145",2018-08-27,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,12.07,4.6,0.15,6.29,1,NA,24
"1146",2018-08-27,"WE16","Surface",NA,NA,0.051,3.35,1.85,5.75,31.63,26.91,29.55,0.26,7.66,550,NA,24.1
"1147",2018-09-04,"WE2","Surface",NA,NA,0.057,0.81,2.14,7.99,23.14,10.62,2.28,0.18,7.62,1463,NA,27.4
"1148",2018-09-04,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,22.42,7.32,0.18,6.12,10,NA,25.2
"1149",2018-09-04,"WE4","Surface",NA,NA,0.029,7.49,1.26,8.45,26.69,24.96,15.29,0.2,7.93,495,NA,25
"1150",2018-09-04,"WE6","Surface",NA,NA,0.098,2.87,1.86,14.28,69.87,56.35,39.12,0.31,8.53,741,NA,26.9
"1151",2018-09-04,"WE8","Surface",NA,NA,0.075,6.19,1.6,11.56,44.79,40.99,31.54,0.33,7.77,181,NA,25.4
"1152",2018-09-04,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,41.73,33.31,0.26,7.38,1,NA,25.4
"1153",2018-09-04,"WE9","Surface",NA,NA,0.365,6.01,10.95,16.49,90.06,45.33,15.99,0.26,7.9,131,NA,26.5
"1154",2018-09-04,"WE12","Surface",NA,NA,0.057,4.37,2.43,5.19,27.18,21.06,5.32,0.11,7.23,1362,NA,25.6
"1155",2018-09-04,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,25.54,6.69,0.17,5.62,436,NA,25.7
"1156",2018-09-04,"WE13","Surface",NA,NA,0.177,5.91,1.679,6.63,16.34,13.17,4.62,0.11,7.04,981,NA,25.2
"1157",2018-09-04,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,14.49,5.88,NA,5.26,5,NA,25.2
"1158",2018-09-04,"WE16","Surface",NA,NA,0.004,4.06,1.96,5.65,26.99,26,14.47,0.21,6.57,994,NA,25.4
"1159",2018-09-11,"WE2","Surface",NA,NA,0.065,33.01,17.79,25.29,98.85,16.96,5.43,0.23,7.2,169,NA,21.8
"1160",2018-09-11,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,16.38,4.79,0.39,6.07,0,NA,22.1
"1161",2018-09-11,"WE4","Surface",NA,NA,0.047,24.51,12.44,18.89,71.06,14.3,3.7,0.2,6.85,47,NA,21.4
"1162",2018-09-11,"WE6","Surface",NA,NA,1.276,48.19,54.44,70.1,147.1,17.29,2.44,0.2,6.89,171,NA,20
"1163",2018-09-11,"WE8","Surface",NA,NA,0.299,16.6,12.62,17.53,41.05,4.26,0.25,NA,7.52,59,NA,20.2
"1164",2018-09-11,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,4.11,0.16,0.17,6.2,38,NA,20.2
"1165",2018-09-11,"WE9","Surface",NA,NA,0.277,54.08,16.04,22.77,106.18,23.4,2.54,0.27,6.72,145,NA,19.4
"1166",2018-09-11,"WE12","Surface",NA,NA,0.216,22.65,13.08,22.18,111.99,20.73,2.92,0.15,7.33,66,NA,20.1
"1167",2018-09-11,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,21.77,3.33,0.24,6.99,0,NA,19.8
"1168",2018-09-11,"WE13","Surface",NA,NA,0.176,22.12,21.68,34.28,150.69,21.12,2.78,0.25,8.3,14,NA,20.4
"1169",2018-09-11,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,21.38,2.72,0.25,6.71,0,NA,20.4
"1170",2018-09-11,"WE16","Surface",NA,NA,0.079,12.18,7.58,15.25,60.99,12.3,1.02,0.17,7.14,239,NA,20.9
"1171",2018-09-17,"WE2","Surface",NA,NA,0.208,3.84,9.58,17.65,48.57,18.85,7.38,0.16,7.12,433,NA,22.5
"1172",2018-09-17,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,12.86,1.53,0.19,6.27,1,NA,22.2
"1173",2018-09-17,"WE4","Surface",NA,NA,0.345,NA,6.44,11.54,35.58,15.92,6.05,0.12,8.27,121,NA,22.6
"1174",2018-09-17,"WE6","Surface",NA,NA,0.411,3.67,17.81,27.62,78.57,35.59,4.56,0.13,7.24,360,NA,23.2
"1175",2018-09-17,"WE8","Surface",NA,NA,0.184,3.93,3.57,10.58,33.59,18.26,6.72,0.18,8.29,85,NA,22.6
"1176",2018-09-17,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,16.38,5.93,0.25,7.27,3,NA,22.6
"1177",2018-09-17,"WE9","Surface",NA,NA,0.703,9.62,40.68,51.53,108.74,29.12,3.26,0.1,8.32,227,NA,23.6
"1178",2018-09-17,"WE12","Surface",NA,NA,0.094,3.97,17.44,25.72,56.52,15.47,1.9,0.16,6.83,277,NA,22.6
"1179",2018-09-17,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,10.26,0.51,0.1,5.91,0,NA,21.6
"1180",2018-09-17,"WE13","Surface",NA,NA,0.083,11.72,13.45,20.95,44.73,9.97,1.2,0.13,7.6,154,NA,22.7
"1181",2018-09-17,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,6.54,0.65,0.1,5.52,0,NA,22.7
"1182",2018-09-17,"WE16","Surface",NA,NA,0.033,2.68,2.01,10.56,39.57,22.55,8.03,0.22,7.97,254,NA,23
"1183",2018-09-25,"WE2","Surface",NA,NA,0.159,29.55,9.1,15.3125,55.493,12.27,1.58,NA,7.39,7,NA,20.8
"1184",2018-09-25,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,12.97,1.42,NA,5.17,0,NA,20.8
"1185",2018-09-25,"WE4","Surface",NA,NA,0.282,13.48,5.83,6.7685,20.725,3.17,0.22,0.13,6.62,376,NA,20.8
"1186",2018-09-25,"WE6","Surface",NA,NA,0.299,20.87,20.1,29.0955,78.0475,16.58,1.26,NA,6.46,46,NA,20.3
"1187",2018-09-25,"WE8","Surface",NA,NA,0.132,14.42,6.63,12.9125,58.6115,19.78,2.33,NA,6.63,144,NA,21
"1188",2018-09-25,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,17.47,1.62,0.17,5.93,2,NA,21
"1189",2018-09-25,"WE9","Surface",NA,NA,0.747,72.8,41.83,55.838,109.6275,16,0.49,NA,6.86,20,NA,20.4
"1190",2018-09-25,"WE12","Surface",NA,NA,0.115,40.26,15.67,25.2745,62.8525,11.6,0.43,0.15,6.88,130,NA,21.1
"1191",2018-09-25,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,10.8,0.38,0.11,5.34,0,NA,21
"1192",2018-10-01,"WE2","Surface",NA,NA,0.185,9.24,13.57,22.042,45.454,13.52,2.37,NA,7.81,565,NA,19.3
"1193",2018-10-01,"WE2","Bottom",NA,NA,NA,NA,NA,NA,NA,11.45,0.66,NA,6.59,3,NA,19.1
"1194",2018-10-01,"WE4","Surface",NA,NA,0.283,8.9,4.66,6.155,13.917,2.38,0.05,NA,7.19,455,NA,18.8
"1195",2018-10-01,"WE6","Surface",NA,NA,0.651,26.62,28.67,40.1125,76.533,18.72,0.95,0.13,7.89,279,NA,18.5
"1196",2018-10-01,"WE8","Surface",NA,NA,0.233,6.11,2.11,7.924,36.456,15.27,0.97,NA,6.83,62,NA,19.3
"1197",2018-10-01,"WE8","Bottom",NA,NA,NA,NA,NA,NA,NA,16.38,1.31,NA,7.73,0,NA,19.3
"1198",2018-10-01,"WE9","Surface",NA,NA,0.36,51.48,25.38,36.3035,73.379,17.61,2.5,NA,8.39,343,NA,18.6
"1199",2018-10-01,"WE12","Surface",NA,NA,0.184,11.18,9.25,15.4835,43.917,13.91,0.69,NA,7.14,384,NA,19.4
"1200",2018-10-01,"WE12","Bottom",NA,NA,NA,NA,NA,NA,NA,14.88,0.34,NA,7.53,0,NA,19.2
"1201",2018-10-01,"WE13","Surface",NA,NA,0.269,1.72,6.17,9.6175,23.82,6.11,0.13,NA,6.79,190,NA,19.5
"1202",2018-10-01,"WE13","Bottom",NA,NA,NA,NA,NA,NA,NA,5.86,0.19,NA,6.94,0,NA,19.5
"1203",2018-10-01,"WE16","Surface",NA,NA,0.105,22.69,18.33,27.7535,50.9145,7.65,0.23,NA,7.83,395,NA,19.4
"1204",2018-10-09,"WE6","Surface",NA,NA,0.635,78.41,44.14,63.328,98.7435,15.4,0.97,0.1,7.1,242,NA,21.9
"1205",2018-10-09,"WE9","Surface",NA,NA,0.979,145.34,59.19,81.887,133.02,14.56,1.29,0.11,7.54,541,NA,20.9
